Name,Full Path,Size,Allocated,Files,Folders,% of Parent (Allocated),Last Modified,Last Accessed,Owner,Type,Dir Level (Relative)
Catalyst_summary_531.txt,D:\FileServer\Research\Quantum655\2022\Catalyst_summary_531.txt,456.0 KB,460.0 KB,1,0,0.0 %,05/21/2018,05/27/2018,CORP\tnguyen,Text File,4
Nimbus_notes_877.dwg,D:\FileServer\Research\Quantum655\2022\Nimbus_notes_877.dwg,3.1 MB,3.1 MB,1,0,0.1 %,08/27/2023,08/02/2025,CORP\tnguyen,DWG File,4
Pioneer_Q4_570.xml,D:\FileServer\Research\Quantum655\2022\Pioneer_Q4_570.xml,9.1 MB,9.1 MB,1,0,0.4 %,09/25/2016,12/30/2016,CORP\jsmith,XML File,4
Horizon_spec_160.txt,D:\FileServer\Research\Quantum655\2022\Horizon_spec_160.txt,135.9 KB,136.0 KB,1,0,0.0 %,02/12/2019,09/30/2020,CORP\rgarcia,Text File,4
Nimbus_export_831.mp4,D:\FileServer\Research\Quantum655\2022\Nimbus_export_831.mp4,378.4 MB,378.4 MB,1,0,15.3 %,05/25/2021,07/08/2022,CORP\administrator,MP4 File,4
Nimbus851,D:\FileServer\Research\Nimbus851\,13.9 GB,13.9 GB,29,2,15.8 %,11/13/2015,02/11/2023,CORP\kpatel,File Folder,2
Falcon_Q3_846.sql,D:\FileServer\Research\Nimbus851\Falcon_Q3_846.sql,90.0 MB,90.0 MB,1,0,0.6 %,06/18/2021,09/23/2021,CORP\administrator,SQL File,3
Beacon_budget_39.py,D:\FileServer\Research\Nimbus851\Beacon_budget_39.py,147.7 KB,148.0 KB,1,0,0.0 %,04/12/2019,07/01/2019,CORP\jsmith,Python File,3
Orbit_plan_357.msg,D:\FileServer\Research\Nimbus851\Orbit_plan_357.msg,862.8 KB,864.0 KB,1,0,0.0 %,06/07/2025,10/08/2025,CORP\rgarcia,MSG File,3
Summit_summary_650.tif,D:\FileServer\Research\Nimbus851\Summit_summary_650.tif,162.3 MB,162.3 MB,1,0,1.1 %,04/16/2019,06/10/2019,CORP\tnguyen,TIF File,3
Pioneer_report_327.dat,D:\FileServer\Research\Nimbus851\Pioneer_report_327.dat,144.6 MB,144.6 MB,1,0,1.0 %,09/04/2016,08/04/2017,CORP\svc_backup,DAT File,3
Summit_data_157.docx,D:\FileServer\Research\Nimbus851\Summit_data_157.docx,3.2 MB,3.2 MB,1,0,0.0 %,11/21/2025,12/31/2025,CORP\administrator,DOCX File,3
Catalyst_Q4_93.png,D:\FileServer\Research\Nimbus851\Catalyst_Q4_93.png,3.5 MB,3.5 MB,1,0,0.0 %,04/01/2018,05/09/2019,CORP\achen,PNG File,3
Falcon_plan_85.bak,D:\FileServer\Research\Nimbus851\Falcon_plan_85.bak,4.2 GB,4.2 GB,1,0,30.3 %,06/24/2019,03/18/2020,CORP\mwilson,BAK File,3
Vertex_Q4_445.tif,D:\FileServer\Research\Nimbus851\Vertex_Q4_445.tif,179.1 MB,179.1 MB,1,0,1.3 %,06/18/2016,08/07/2018,CORP\achen,TIF File,3
Horizon_minutes_203.bak,D:\FileServer\Research\Nimbus851\Horizon_minutes_203.bak,2.3 GB,2.3 GB,1,0,16.5 %,04/17/2021,01/07/2023,CORP\svc_backup,BAK File,3
Reports,D:\FileServer\Research\Nimbus851\Reports\,249.7 MB,249.7 MB,7,0,1.8 %,10/21/2015,12/26/2017,CORP\dmiller,File Folder,3
Beacon_proposal_92.pdf,D:\FileServer\Research\Nimbus851\Reports\Beacon_proposal_92.pdf,26.5 MB,26.5 MB,1,0,10.6 %,10/01/2019,10/09/2020,CORP\kpatel,PDF File,4
Nimbus_plan_353.json,D:\FileServer\Research\Nimbus851\Reports\Nimbus_plan_353.json,198.5 KB,200.0 KB,1,0,0.1 %,08/19/2023,06/26/2024,CORP\achen,JSON File,4
Atlas_Q2_639.txt,D:\FileServer\Research\Nimbus851\Reports\Atlas_Q2_639.txt,225.7 KB,228.0 KB,1,0,0.1 %,07/03/2015,02/27/2016,CORP\rgarcia,Text File,4
Beacon_spec_160.tif,D:\FileServer\Research\Nimbus851\Reports\Beacon_spec_160.tif,187.0 MB,187.0 MB,1,0,74.9 %,07/24/2024,10/19/2024,CORP\mwilson,TIF File,4
Summit_report_249.json,D:\FileServer\Research\Nimbus851\Reports\Summit_report_249.json,1.2 MB,1.2 MB,1,0,0.5 %,09/28/2024,07/19/2025,CORP\jsmith,JSON File,4
Atlas_v2_313.log,D:\FileServer\Research\Nimbus851\Reports\Atlas_v2_313.log,30.2 MB,30.2 MB,1,0,12.1 %,04/04/2015,03/08/2016,CORP\rgarcia,Log File,4
Summit_minutes_217.jpg,D:\FileServer\Research\Nimbus851\Reports\Summit_minutes_217.jpg,4.4 MB,4.4 MB,1,0,1.8 %,11/13/2020,12/21/2022,CORP\tnguyen,JPG File,4
2022,D:\FileServer\Research\Nimbus851\2022\,6.6 GB,6.6 GB,12,0,47.4 %,06/01/2020,12/26/2021,CORP\achen,File Folder,3
Apollo_review_597.accdb,D:\FileServer\Research\Nimbus851\2022\Apollo_review_597.accdb,1.1 GB,1.1 GB,1,0,16.1 %,06/28/2015,03/15/2016,CORP\achen,Access Database,4
Apollo_budget_206.sql,D:\FileServer\Research\Nimbus851\2022\Apollo_budget_206.sql,79.1 MB,79.1 MB,1,0,1.2 %,01/16/2018,03/11/2018,CORP\lokafor,SQL File,4
Beacon_summary_69.vsdx,D:\FileServer\Research\Nimbus851\2022\Beacon_summary_69.vsdx,2.7 MB,2.7 MB,1,0,0.0 %,01/16/2018,11/25/2019,CORP\kpatel,VSDX File,4
Pulse_v2_20.mp4,D:\FileServer\Research\Nimbus851\2022\Pulse_v2_20.mp4,3.5 GB,3.5 GB,1,0,52.9 %,11/27/2024,12/31/2025,CORP\dmiller,MP4 File,4
Nimbus_review_521.sql,D:\FileServer\Research\Nimbus851\2022\Nimbus_review_521.sql,12.8 MB,12.8 MB,1,0,0.2 %,02/19/2025,12/31/2025,CORP\lokafor,SQL File,4
Pulse_minutes_91.csv,D:\FileServer\Research\Nimbus851\2022\Pulse_minutes_91.csv,25.5 MB,25.5 MB,1,0,0.4 %,08/12/2020,11/23/2021,CORP\svc_backup,CSV File,4
Summit_summary_41.png,D:\FileServer\Research\Nimbus851\2022\Summit_summary_41.png,4.3 MB,4.3 MB,1,0,0.1 %,06/02/2018,05/09/2019,CORP\lokafor,PNG File,4
Vertex_draft_19.psd,D:\FileServer\Research\Nimbus851\2022\Vertex_draft_19.psd,705.5 MB,705.5 MB,1,0,10.5 %,12/12/2018,12/10/2019,CORP\tnguyen,PSD File,4
Nimbus_Q4_283.docx,D:\FileServer\Research\Nimbus851\2022\Nimbus_Q4_283.docx,2.1 MB,2.1 MB,1,0,0.0 %,11/08/2024,12/09/2025,CORP\jsmith,DOCX File,4
Pioneer_export_231.txt,D:\FileServer\Research\Nimbus851\2022\Pioneer_export_231.txt,175.2 KB,176.0 KB,1,0,0.0 %,01/22/2025,12/31/2025,CORP\achen,Text File,4
Titan_review_534.accdb,D:\FileServer\Research\Nimbus851\2022\Titan_review_534.accdb,1.2 GB,1.2 GB,1,0,18.7 %,10/14/2024,12/31/2025,CORP\rgarcia,Access Database,4
Vertex_data_587.txt,D:\FileServer\Research\Nimbus851\2022\Vertex_data_587.txt,218.5 KB,220.0 KB,1,0,0.0 %,11/19/2025,12/31/2025,CORP\administrator,Text File,4
Facilities,D:\FileServer\Facilities\,29.5 GB,29.5 GB,34,6,3.5 %,09/10/2018,01/14/2020,CORP\svc_backup,File Folder,1
Nimbus_final_595.dat,D:\FileServer\Facilities\Nimbus_final_595.dat,175.1 MB,175.1 MB,1,0,0.6 %,12/22/2023,07/16/2024,CORP\achen,DAT File,2
Quantum_Q4_932.txt,D:\FileServer\Facilities\Quantum_Q4_932.txt,220.4 KB,224.0 KB,1,0,0.0 %,03/12/2025,12/31/2025,CORP\achen,Text File,2
Beacon_proposal_940.csv,D:\FileServer\Facilities\Beacon_proposal_940.csv,40.6 MB,40.6 MB,1,0,0.1 %,10/05/2015,04/27/2017,CORP\svc_backup,CSV File,2
Falcon425,D:\FileServer\Facilities\Falcon425\,5.6 GB,5.6 GB,7,1,18.9 %,05/31/2024,11/11/2024,CORP\achen,File Folder,2
Orbit_plan_902.msg,D:\FileServer\Facilities\Falcon425\Orbit_plan_902.msg,852.0 KB,856.0 KB,1,0,0.0 %,05/27/2018,08/23/2019,CORP\tnguyen,MSG File,3
Falcon_notes_110.txt,D:\FileServer\Facilities\Falcon425\Falcon_notes_110.txt,94.8 KB,96.0 KB,1,0,0.0 %,04/18/2015,06/06/2017,CORP\administrator,Text File,3
Catalyst_export_621.xml,D:\FileServer\Facilities\Falcon425\Catalyst_export_621.xml,3.7 MB,3.7 MB,1,0,0.1 %,09/08/2021,05/03/2022,CORP\rgarcia,XML File,3
Shared,D:\FileServer\Facilities\Falcon425\Shared\,5.6 GB,5.6 GB,4,0,99.9 %,11/22/2015,09/19/2022,CORP\lokafor,File Folder,3
Pioneer_Q3_730.pst,D:\FileServer\Facilities\Falcon425\Shared\Pioneer_Q3_730.pst,5.5 GB,5.5 GB,1,0,99.3 %,07/22/2024,08/22/2025,CORP\lokafor,Outlook Data File,4
Horizon_final_168.jpg,D:\FileServer\Facilities\Falcon425\Shared\Horizon_final_168.jpg,1.9 MB,1.9 MB,1,0,0.0 %,05/13/2015,07/04/2016,CORP\jsmith,JPG File,4
Quantum_Q1_228.py,D:\FileServer\Facilities\Falcon425\Shared\Quantum_Q1_228.py,172.1 KB,176.0 KB,1,0,0.0 %,04/10/2017,05/25/2019,CORP\rgarcia,Python File,4
Titan_draft_950.log,D:\FileServer\Facilities\Falcon425\Shared\Titan_draft_950.log,39.5 MB,39.5 MB,1,0,0.7 %,06/29/2020,06/03/2022,CORP\kpatel,Log File,4
Pulse568,D:\FileServer\Facilities\Pulse568\,23.7 GB,23.7 GB,24,3,80.4 %,12/14/2024,10/07/2017,CORP\dmiller,File Folder,2
Orbit_report_623.py,D:\FileServer\Facilities\Pulse568\Orbit_report_623.py,97.6 KB,100.0 KB,1,0,0.0 %,01/28/2023,12/14/2023,CORP\dmiller,Python File,3
Catalyst_proposal_609.dat,D:\FileServer\Facilities\Pulse568\Catalyst_proposal_609.dat,134.5 MB,134.5 MB,1,0,0.6 %,03/12/2022,03/02/2024,CORP\jsmith,DAT File,3
Pioneer_v2_463.log,D:\FileServer\Facilities\Pulse568\Pioneer_v2_463.log,2.7 MB,2.7 MB,1,0,0.0 %,11/04/2024,07/13/2025,CORP\svc_backup,Log File,3
Pioneer_review_753.docx,D:\FileServer\Facilities\Pulse568\Pioneer_review_753.docx,4.5 MB,4.5 MB,1,0,0.0 %,05/06/2019,10/15/2020,CORP\jsmith,DOCX File,3
Nimbus_budget_451.vsdx,D:\FileServer\Facilities\Pulse568\Nimbus_budget_451.vsdx,1.3 MB,1.3 MB,1,0,0.0 %,09/04/2023,06/22/2024,CORP\lokafor,VSDX File,3
Falcon_Q1_302.json,D:\FileServer\Facilities\Pulse568\Falcon_Q1_302.json,447.0 KB,448.0 KB,1,0,0.0 %,09/27/2022,03/09/2024,CORP\achen,JSON File,3
Horizon_Q2_93.py,D:\FileServer\Facilities\Pulse568\Horizon_Q2_93.py,128.4 KB,132.0 KB,1,0,0.0 %,04/08/2016,10/09/2016,CORP\administrator,Python File,3
Summit_minutes_139.vsdx,D:\FileServer\Facilities\Pulse568\Summit_minutes_139.vsdx,1.7 MB,1.7 MB,1,0,0.0 %,08/17/2018,11/21/2019,CORP\jsmith,VSDX File,3
Falcon_Q2_605.sql,D:\FileServer\Facilities\Pulse568\Falcon_Q2_605.sql,25.8 MB,25.9 MB,1,0,0.1 %,11/23/2024,12/31/2025,CORP\mwilson,SQL File,3
Shared,D:\FileServer\Facilities\Pulse568\Shared\,6.6 GB,6.6 GB,3,0,27.9 %,10/04/2022,04/10/2022,CORP\achen,File Folder,3
Titan_v2_724.log,D:\FileServer\Facilities\Pulse568\Shared\Titan_v2_724.log,40.6 MB,40.6 MB,1,0,0.6 %,01/26/2019,04/23/2019,CORP\svc_backup,Log File,4
Summit_review_745.iso,D:\FileServer\Facilities\Pulse568\Shared\Summit_review_745.iso,6.5 GB,6.5 GB,1,0,98.8 %,10/16/2016,11/07/2017,CORP\svc_backup,Disc Image File,4
Vertex_report_787.csv,D:\FileServer\Facilities\Pulse568\Shared\Vertex_report_787.csv,42.9 MB,42.9 MB,1,0,0.6 %,05/05/2021,03/11/2023,CORP\achen,CSV File,4
Final,D:\FileServer\Facilities\Pulse568\Final\,221.5 KB,221.5 KB,2,0,0.0 %,09/28/2024,08/15/2016,CORP\achen,File Folder,3
Vertex_budget_317.py,D:\FileServer\Facilities\Pulse568\Final\Vertex_budget_317.py,114.4 KB,116.0 KB,1,0,51.7 %,03/28/2018,12/29/2019,CORP\achen,Python File,4
Titan_final_984.jpg,D:\FileServer\Facilities\Pulse568\Final\Titan_final_984.jpg,107.1 KB,108.0 KB,1,0,48.3 %,12/25/2021,02/16/2024,CORP\tnguyen,JPG File,4
Archive,D:\FileServer\Facilities\Pulse568\Archive\,16.9 GB,16.9 GB,10,0,71.4 %,02/22/2020,07/31/2020,CORP\lokafor,File Folder,3
Orbit_summary_623.bak,D:\FileServer\Facilities\Pulse568\Archive\Orbit_summary_623.bak,975.3 MB,975.3 MB,1,0,5.6 %,08/08/2021,06/14/2023,CORP\lokafor,BAK File,4
Horizon_Q1_453.xlsx,D:\FileServer\Facilities\Pulse568\Archive\Horizon_Q1_453.xlsx,19.3 MB,19.3 MB,1,0,0.1 %,09/24/2021,09/30/2021,CORP\rgarcia,XLSX File,4
Pioneer_export_635.pst,D:\FileServer\Facilities\Pulse568\Archive\Pioneer_export_635.pst,7.3 GB,7.3 GB,1,0,43.4 %,07/20/2015,01/25/2016,CORP\achen,Outlook Data File,4
Apollo_spec_38.txt,D:\FileServer\Facilities\Pulse568\Archive\Apollo_spec_38.txt,437.4 KB,440.0 KB,1,0,0.0 %,05/13/2015,03/26/2017,CORP\administrator,Text File,4
Pulse_budget_340.xlsx,D:\FileServer\Facilities\Pulse568\Archive\Pulse_budget_340.xlsx,1.6 MB,1.6 MB,1,0,0.0 %,03/22/2016,05/22/2017,CORP\achen,XLSX File,4
Falcon_budget_626.accdb,D:\FileServer\Facilities\Pulse568\Archive\Falcon_budget_626.accdb,1.4 GB,1.4 GB,1,0,8.2 %,11/06/2022,07/07/2024,CORP\administrator,Access Database,4
Orbit_minutes_182.log,D:\FileServer\Facilities\Pulse568\Archive\Orbit_minutes_182.log,37.1 MB,37.1 MB,1,0,0.2 %,01/15/2019,02/20/2019,CORP\mwilson,Log File,4
Orbit_budget_331.psd,D:\FileServer\Facilities\Pulse568\Archive\Orbit_budget_331.psd,392.8 MB,392.8 MB,1,0,2.3 %,03/13/2024,05/21/2024,CORP\dmiller,PSD File,4
Pulse_minutes_67.mp4,D:\FileServer\Facilities\Pulse568\Archive\Pulse_minutes_67.mp4,1.9 GB,1.9 GB,1,0,11.1 %,07/05/2016,11/06/2016,CORP\tnguyen,MP4 File,4
Atlas_Q4_424.iso,D:\FileServer\Facilities\Pulse568\Archive\Atlas_Q4_424.iso,4.9 GB,4.9 GB,1,0,29.1 %,05/06/2017,01/22/2019,CORP\jsmith,Disc Image File,4
Summit_Q4_90.bak,D:\FileServer\HumanResources\Catalyst517\Summit_Q4_90.bak,2.8 GB,2.8 GB,1,0,42.8 %,10/16/2019,06/30/2021,CORP\kpatel,BAK File,3
Quantum_Q4_589.json,D:\FileServer\HumanResources\Catalyst517\Quantum_Q4_589.json,2.8 MB,2.8 MB,1,0,0.0 %,05/25/2025,10/04/2025,CORP\administrator,JSON File,3
Catalyst_Q3_533.py,D:\FileServer\HumanResources\Catalyst517\Catalyst_Q3_533.py,162.0 KB,164.0 KB,1,0,0.0 %,07/31/2020,12/17/2021,CORP\achen,Python File,3
Catalyst_data_726.mp4,D:\FileServer\HumanResources\Catalyst517\Catalyst_data_726.mp4,794.7 MB,794.7 MB,1,0,11.7 %,01/07/2015,05/08/2015,CORP\jsmith,MP4 File,3
Horizon_v2_756.jpg,D:\FileServer\HumanResources\Catalyst517\Horizon_v2_756.jpg,6.5 MB,6.5 MB,1,0,0.1 %,11/25/2021,01/23/2023,CORP\dmiller,JPG File,3
Apollo_plan_359.dat,D:\FileServer\HumanResources\Catalyst517\Apollo_plan_359.dat,163.2 MB,163.2 MB,1,0,2.4 %,05/19/2017,05/30/2017,CORP\rgarcia,DAT File,3
Summit_budget_261.xlsx,D:\FileServer\HumanResources\Catalyst517\Summit_budget_261.xlsx,9.9 MB,9.9 MB,1,0,0.1 %,05/14/2018,10/14/2019,CORP\svc_backup,XLSX File,3
Atlas_summary_117.accdb,D:\FileServer\HumanResources\Catalyst517\Atlas_summary_117.accdb,683.5 MB,683.5 MB,1,0,10.1 %,10/30/2018,12/09/2019,CORP\administrator,Access Database,3
Catalyst_summary_853.csv,D:\FileServer\HumanResources\Catalyst517\Catalyst_summary_853.csv,24.8 MB,24.8 MB,1,0,0.4 %,09/15/2018,08/27/2019,CORP\lokafor,CSV File,3
Horizon_report_662.txt,D:\FileServer\HumanResources\Catalyst517\Horizon_report_662.txt,246.7 KB,248.0 KB,1,0,0.0 %,09/28/2016,07/02/2018,CORP\lokafor,Text File,3
Pulse_minutes_918.dwg,D:\FileServer\HumanResources\Catalyst517\Pulse_minutes_918.dwg,59.5 MB,59.5 MB,1,0,0.9 %,10/17/2023,12/13/2024,CORP\jsmith,DWG File,3
Pulse_Q4_307.xml,D:\FileServer\HumanResources\Catalyst517\Pulse_Q4_307.xml,5.0 MB,5.1 MB,1,0,0.1 %,03/24/2021,09/23/2022,CORP\jsmith,XML File,3
Beacon_plan_819.psd,D:\FileServer\Legal\Catalyst214\Exports\Beacon_plan_819.psd,72.6 MB,72.6 MB,1,0,0.2 %,11/15/2025,12/31/2025,CORP\tnguyen,PSD File,4
Pulse_summary_348.vsdx,D:\FileServer\Legal\Catalyst214\Exports\Pulse_summary_348.vsdx,2.5 MB,2.5 MB,1,0,0.0 %,12/28/2020,06/15/2021,CORP\administrator,VSDX File,4
Catalyst_review_192.json,D:\FileServer\Legal\Catalyst214\Exports\Catalyst_review_192.json,957.4 KB,960.0 KB,1,0,0.0 %,09/11/2024,12/31/2025,CORP\tnguyen,JSON File,4
Summit_plan_727.docx,D:\FileServer\Legal\Catalyst214\Exports\Summit_plan_727.docx,2.2 MB,2.2 MB,1,0,0.0 %,08/23/2019,11/19/2019,CORP\lokafor,DOCX File,4
Nimbus_spec_463.mp4,D:\FileServer\Legal\Catalyst214\Exports\Nimbus_spec_463.mp4,887.2 MB,887.2 MB,1,0,3.0 %,11/20/2020,09/25/2021,CORP\achen,MP4 File,4
Titan_spec_804.docx,D:\FileServer\Legal\Catalyst214\Exports\Titan_spec_804.docx,1.6 MB,1.6 MB,1,0,0.0 %,03/30/2025,07/02/2025,CORP\lokafor,DOCX File,4
Pioneer_summary_819.bak,D:\FileServer\Legal\Catalyst214\Exports\Pioneer_summary_819.bak,632.1 MB,632.1 MB,1,0,2.2 %,10/25/2018,03/03/2020,CORP\svc_backup,BAK File,4
Quantum_plan_147.tif,D:\FileServer\Legal\Catalyst214\Exports\Quantum_plan_147.tif,25.6 MB,25.6 MB,1,0,0.1 %,03/21/2024,08/31/2025,CORP\achen,TIF File,4
Nimbus_report_471.vsdx,D:\FileServer\Legal\Catalyst214\Exports\Nimbus_report_471.vsdx,2.1 MB,2.1 MB,1,0,0.0 %,04/19/2016,04/23/2016,CORP\tnguyen,VSDX File,4
Apollo_v1_342.log,D:\FileServer\Legal\Catalyst214\Exports\Apollo_v1_342.log,3.0 MB,3.0 MB,1,0,0.0 %,02/27/2016,08/13/2017,CORP\tnguyen,Log File,4
Apollo_proposal_777.mp4,D:\FileServer\Legal\Catalyst214\Exports\Apollo_proposal_777.mp4,2.6 GB,2.6 GB,1,0,8.9 %,01/02/2025,08/04/2025,CORP\kpatel,MP4 File,4
Nimbus_notes_294.zip,D:\FileServer\Legal\Catalyst214\Exports\Nimbus_notes_294.zip,545.1 MB,545.1 MB,1,0,1.9 %,07/31/2018,09/29/2020,CORP\lokafor,ZIP File,4
Falcon_draft_281.pdf,D:\FileServer\HumanResources\Atlas116\Old\Falcon_draft_281.pdf,1.0 MB,1.0 MB,1,0,0.0 %,09/30/2025,12/31/2025,CORP\svc_backup,PDF File,4
Pioneer_v2_212.dat,D:\FileServer\HumanResources\Atlas116\Old\Pioneer_v2_212.dat,89.7 MB,89.7 MB,1,0,3.6 %,02/28/2021,01/20/2022,CORP\tnguyen,DAT File,4
Falcon_budget_588.png,D:\FileServer\HumanResources\Atlas116\Old\Falcon_budget_588.png,1.4 MB,1.4 MB,1,0,0.1 %,10/19/2015,09/01/2016,CORP\administrator,PNG File,4
Atlas_minutes_455.docx,D:\FileServer\HumanResources\Atlas116\Old\Atlas_minutes_455.docx,1.1 MB,1.1 MB,1,0,0.0 %,04/29/2015,08/23/2016,CORP\jsmith,DOCX File,4
Titan_review_56.xlsx,D:\FileServer\HumanResources\Atlas116\Old\Titan_review_56.xlsx,13.7 MB,13.7 MB,1,0,0.5 %,05/25/2019,11/24/2019,CORP\administrator,XLSX File,4
Catalyst_Q2_632.psd,D:\FileServer\HumanResources\Atlas116\Old\Catalyst_Q2_632.psd,324.7 MB,324.7 MB,1,0,13.0 %,09/23/2018,04/13/2019,CORP\svc_backup,PSD File,4
Titan_Q2_582.txt,D:\FileServer\HumanResources\Atlas116\Old\Titan_Q2_582.txt,47.8 KB,48.0 KB,1,0,0.0 %,02/12/2024,12/31/2025,CORP\lokafor,Text File,4
Quantum_Q2_482.png,D:\FileServer\Marketing\Horizon270\2021\Quantum_Q2_482.png,1.8 MB,1.8 MB,1,0,0.0 %,08/11/2016,05/04/2018,CORP\tnguyen,PNG File,4
Atlas_review_188.sql,D:\FileServer\Marketing\Horizon270\2021\Atlas_review_188.sql,85.1 MB,85.1 MB,1,0,1.4 %,09/15/2018,08/13/2019,CORP\lokafor,SQL File,4
Horizon_summary_67.bak,D:\FileServer\Marketing\Horizon270\2021\Horizon_summary_67.bak,463.3 MB,463.3 MB,1,0,7.5 %,05/14/2020,08/29/2021,CORP\achen,BAK File,4
Quantum_spec_619.xml,D:\FileServer\Marketing\Horizon270\2021\Quantum_spec_619.xml,2.0 MB,2.0 MB,1,0,0.0 %,09/11/2020,12/25/2020,CORP\dmiller,XML File,4
Pulse_v2_334.dat,D:\FileServer\Marketing\Horizon270\2021\Pulse_v2_334.dat,166.3 MB,166.3 MB,1,0,2.7 %,10/18/2015,08/22/2016,CORP\svc_backup,DAT File,4
Horizon_review_605.msg,D:\FileServer\Marketing\Horizon270\2021\Horizon_review_605.msg,498.4 KB,500.0 KB,1,0,0.0 %,12/18/2021,08/24/2022,CORP\svc_backup,MSG File,4
Falcon_Q3_394.xlsx,D:\FileServer\Marketing\Horizon270\2021\Falcon_Q3_394.xlsx,10.9 MB,10.9 MB,1,0,0.2 %,05/02/2017,04/12/2019,CORP\administrator,XLSX File,4
Vertex_Q1_581.dwg,D:\FileServer\Marketing\Horizon270\2021\Vertex_Q1_581.dwg,70.0 MB,70.0 MB,1,0,1.1 %,10/14/2022,06/12/2023,CORP\achen,DWG File,4
Beacon_v1_758.sql,D:\FileServer\Marketing\Horizon270\2021\Beacon_v1_758.sql,73.5 MB,73.5 MB,1,0,1.2 %,05/20/2024,09/30/2025,CORP\mwilson,SQL File,4
Catalyst_Q2_334.dat,D:\FileServer\Marketing\Horizon270\2021\Catalyst_Q2_334.dat,25.0 MB,25.0 MB,1,0,0.4 %,03/21/2024,06/19/2025,CORP\achen,DAT File,4
Titan_v2_702.json,D:\FileServer\Sales\Quantum386\2022\Titan_v2_702.json,3.0 MB,3.0 MB,1,0,0.0 %,09/03/2018,01/22/2020,CORP\jsmith,JSON File,4
Titan_notes_837.txt,D:\FileServer\Sales\Quantum386\2022\Titan_notes_837.txt,454.5 KB,456.0 KB,1,0,0.0 %,07/06/2021,08/18/2023,CORP\jsmith,Text File,4
Orbit_final_677.txt,D:\FileServer\Sales\Quantum386\2022\Orbit_final_677.txt,232.1 KB,236.0 KB,1,0,0.0 %,12/16/2020,10/10/2021,CORP\dmiller,Text File,4
Catalyst_proposal_458.jpg,D:\FileServer\Sales\Quantum386\2022\Catalyst_proposal_458.jpg,1.7 MB,1.7 MB,1,0,0.0 %,08/23/2022,07/13/2023,CORP\tnguyen,JPG File,4
Catalyst_budget_941.msg,D:\FileServer\Sales\Quantum386\2022\Catalyst_budget_941.msg,1.4 MB,1.4 MB,1,0,0.0 %,04/06/2025,12/31/2025,CORP\mwilson,MSG File,4
Catalyst_summary_627.iso,D:\FileServer\Sales\Quantum386\2022\Catalyst_summary_627.iso,5.7 GB,5.7 GB,1,0,94.1 %,06/06/2016,04/03/2017,CORP\jsmith,Disc Image File,4
Atlas_minutes_992.docx,D:\FileServer\Sales\Quantum386\2022\Atlas_minutes_992.docx,26.4 KB,28.0 KB,1,0,0.0 %,11/20/2022,06/15/2024,CORP\kpatel,DOCX File,4
Titan_budget_887.pptx,D:\FileServer\Sales\Quantum386\2022\Titan_budget_887.pptx,15.2 MB,15.2 MB,1,0,0.2 %,11/04/2019,10/23/2021,CORP\administrator,PPTX File,4
Vertex_plan_729.vsdx,D:\FileServer\Sales\Quantum386\2022\Vertex_plan_729.vsdx,1.7 MB,1.7 MB,1,0,0.0 %,04/12/2019,06/30/2020,CORP\svc_backup,VSDX File,4
Falcon_Q3_143.jpg,D:\FileServer\Legal\Catalyst214\Shared\Falcon_Q3_143.jpg,4.5 MB,4.5 MB,1,0,0.0 %,04/25/2019,04/27/2020,CORP\dmiller,JPG File,4
Falcon_budget_894.accdb,D:\FileServer\Legal\Catalyst214\Shared\Falcon_budget_894.accdb,258.1 MB,258.1 MB,1,0,1.9 %,07/04/2016,07/15/2016,CORP\mwilson,Access Database,4
Beacon_summary_148.py,D:\FileServer\Legal\Catalyst214\Shared\Beacon_summary_148.py,124.8 KB,128.0 KB,1,0,0.0 %,05/18/2022,08/08/2023,CORP\achen,Python File,4
Titan_final_658.msg,D:\FileServer\Legal\Catalyst214\Shared\Titan_final_658.msg,1.7 MB,1.7 MB,1,0,0.0 %,02/11/2020,01/23/2022,CORP\administrator,MSG File,4
Vertex_draft_466.iso,D:\FileServer\Legal\Catalyst214\Shared\Vertex_draft_466.iso,5.8 GB,5.8 GB,1,0,44.2 %,03/13/2024,06/16/2025,CORP\dmiller,Disc Image File,4
Atlas_data_191.msg,D:\FileServer\Legal\Catalyst214\Shared\Atlas_data_191.msg,1.2 MB,1.2 MB,1,0,0.0 %,01/31/2015,09/13/2016,CORP\lokafor,MSG File,4
Pulse_data_730.iso,D:\FileServer\Legal\Catalyst214\Shared\Pulse_data_730.iso,1.2 GB,1.2 GB,1,0,8.9 %,05/23/2025,12/31/2025,CORP\administrator,Disc Image File,4
Atlas_report_39.xml,D:\FileServer\Legal\Catalyst214\Shared\Atlas_report_39.xml,7.7 MB,7.7 MB,1,0,0.1 %,11/27/2022,12/09/2023,CORP\mwilson,XML File,4
Catalyst_Q3_985.sql,D:\FileServer\Legal\Catalyst214\Shared\Catalyst_Q3_985.sql,10.2 MB,10.2 MB,1,0,0.1 %,08/04/2016,08/21/2018,CORP\svc_backup,SQL File,4
Pulse_export_477.iso,D:\FileServer\Legal\Catalyst214\Shared\Pulse_export_477.iso,4.4 GB,4.4 GB,1,0,33.6 %,12/24/2024,12/31/2025,CORP\mwilson,Disc Image File,4
